,annual_income,age,employment_years,debt_to_income,credit_score,credit_utilization,num_open_accounts,num_credit_inquiries,loan_amount,interest_rate,loan_term_months,home_ownership,months_since_delinquency,total_credit_lines,revolving_balance,savings_balance,payment_history_score,num_dependents,previous_defaults,monthly_installment
2705,95470.61,56.0,6.3,0.0848,798.0,0.612,4,3,18599.08,5.04,48,0,0.0,4,12299.33,806.66,56.9,0,0,428.66
2706,17434.37,50.0,2.3,0.2181,624.0,0.2353,4,2,8685.16,6.72,36,1,0.0,6,2488.82,1622.07,75.8,1,0,267.06
2707,49360.59,55.0,4.4,0.137,640.0,0.1803,8,3,15664.29,8.04,36,1,7.0,10,3611.85,3136.68,97.6,3,0,491.15
2708,32426.51,61.0,6.3,0.1006,797.0,0.1242,6,3,8440.05,7.8,36,0,0.0,9,403.13,475.16,97.3,1,0,263.7
2709,37353.22,33.0,2.0,0.1154,651.0,0.1161,4,3,15535.65,8.68,60,1,0.0,4,1960.96,564.56,48.6,1,1,320.09
2710,34288.99,60.0,3.1,0.1513,625.0,0.5901,12,2,15625.34,9.14,48,1,0.0,13,2121.67,470.33,66.0,0,0,389.88
2711,39489.86,53.0,11.7,0.68,734.0,0.1519,13,2,48171.23,10.41,24,1,1.0,17,294.32,5553.36,66.8,0,1,2231.98
2712,60587.86,32.0,3.6,0.238,724.0,0.0154,6,2,25282.71,8.51,24,0,17.0,9,2610.64,1321.56,87.5,0,0,1149.36
2713,66878.24,63.0,4.8,0.1996,733.0,0.2812,5,3,12154.17,9.22,36,1,19.0,9,36223.61,3977.8,85.2,1,0,387.75
2714,52764.23,58.0,6.1,0.3361,692.0,0.0476,2,6,11312.43,9.47,60,1,4.0,5,62016.54,1137.03,88.4,2,0,237.42
2715,36757.81,53.0,2.7,0.2149,577.0,0.285,8,4,13394.44,11.99,24,0,0.0,9,1392.72,2882.61,72.2,1,0,630.46
2716,51478.93,26.0,5.4,0.1587,676.0,0.1562,9,2,27650.41,7.52,48,0,0.0,13,609.59,544.37,80.8,1,0,668.81
2717,54499.69,57.0,5.1,0.1043,704.0,0.3404,3,0,11055.25,9.15,36,0,0.0,4,6071.78,159.26,75.8,2,0,352.33
2718,33074.66,25.0,2.3,0.0713,648.0,0.2412,5,3,6989.95,8.84,48,0,28.0,11,1159.37,1238.92,83.9,0,0,173.41
2719,50118.13,53.0,2.7,0.1657,694.0,0.1099,3,4,7276.96,8.51,24,0,38.0,9,18053.4,546.56,80.4,2,0,330.81
2720,207949.68,61.0,4.1,0.0073,764.0,0.1332,2,6,4675.01,7.33,60,0,9.0,5,1687.6,4510.77,60.2,1,1,93.3
2721,55635.52,53.0,7.0,0.1677,567.0,0.2506,2,6,22929.3,6.7,36,1,0.0,3,3643.35,571.93,89.1,4,0,704.85
2722,21147.39,30.0,6.9,0.3507,689.0,0.1901,3,2,13641.88,7.58,36,1,27.0,5,9662.4,349.76,70.8,0,0,424.85
2723,29405.79,38.0,3.8,0.1097,741.0,0.1481,1,2,7261.64,5.91,36,1,19.0,5,2404.68,1671.68,61.6,1,0,220.62
2724,85324.38,38.0,1.4,0.1163,795.0,0.5244,3,2,9082.72,8.67,12,1,0.0,6,1711.88,2247.3,80.0,0,0,792.91
2725,38631.25,23.0,1.6,0.1749,702.0,0.5153,3,3,5365.81,4.74,48,0,11.0,5,22002.82,1211.74,52.3,1,0,122.94
2726,17048.84,39.0,1.4,0.4997,628.0,0.3761,7,1,4228.91,8.08,48,1,0.0,9,30330.08,446.29,74.2,0,0,103.4
2727,28717.27,26.0,2.4,0.1761,745.0,0.0672,2,3,12015.33,7.06,36,1,0.0,4,2503.55,575.42,84.1,1,0,371.33
2728,30063.6,46.0,2.8,0.1776,601.0,0.0848,7,2,5975.59,9.48,48,1,0.0,9,14742.7,645.53,80.7,1,0,150.07
2729,28027.52,45.0,20.8,0.1912,736.0,0.1214,5,0,13027.44,10.16,36,0,8.0,10,1263.08,101.62,97.9,0,0,421.34
2730,79227.09,22.0,1.4,0.0201,537.0,0.552,1,1,3981.43,9.33,36,1,6.0,1,289.88,848.31,84.6,0,0,127.22
2731,53341.77,51.0,12.1,0.1535,742.0,0.4956,7,6,25289.5,9.76,48,1,0.0,13,2189.53,363.34,46.4,1,1,638.5
2732,27048.59,56.0,5.0,0.1001,752.0,0.0543,4,4,6923.62,9.35,48,1,0.0,7,2604.19,624.48,71.6,0,0,173.45
2733,87277.58,58.0,4.0,0.1683,644.0,0.2658,4,2,11501.71,7.19,36,1,2.0,6,43386.35,2293.46,98.9,1,0,356.14
2734,37522.62,23.0,1.5,0.1382,634.0,0.0814,8,5,9060.46,8.6,24,0,0.0,15,994.8,2198.68,97.2,3,0,412.26
2735,65144.25,36.0,2.7,0.0693,716.0,0.1941,4,3,7658.53,7.81,24,0,0.0,5,1530.31,12579.45,78.5,2,0,345.71
2736,51089.4,65.0,5.6,0.1188,644.0,0.4981,5,1,13595.59,7.04,36,1,57.0,7,4291.78,741.47,64.5,1,0,420.04
2737,51228.12,58.0,17.0,0.0981,769.0,0.1193,2,5,11844.73,10.94,60,1,9.0,6,8074.57,2703.74,66.8,1,0,257.18
2738,33479.41,54.0,10.0,0.2499,603.0,0.2423,4,4,16709.62,11.02,36,0,0.0,9,7495.16,1505.2,68.9,5,0,547.21
2739,50272.8,59.0,6.4,0.1943,684.0,0.6444,2,4,12107.9,8.12,48,1,0.0,4,25883.23,495.12,76.5,0,0,296.27
2740,84181.5,51.0,3.7,0.1262,603.0,0.5282,8,1,24986.88,11.91,36,0,35.0,11,2838.35,1159.1,72.4,1,0,828.85
2741,45949.45,44.0,2.0,0.389,719.0,0.083,8,4,26824.05,6.32,24,1,0.0,10,14844.48,788.76,74.3,0,0,1192.73
2742,59314.44,56.0,5.2,0.0876,647.0,0.5289,4,3,13658.25,6.99,36,0,36.0,6,571.39,382.16,90.6,3,0,421.66
2743,21183.52,30.0,3.5,0.1419,683.0,0.2506,5,1,8732.58,5.78,48,0,78.0,5,2315.28,66.98,54.9,1,0,204.21
2744,24550.29,58.0,12.4,0.166,703.0,0.291,8,2,13624.36,7.7,48,1,0.0,11,444.14,756.96,93.5,2,0,330.7
2745,51765.98,58.0,16.7,0.0692,695.0,0.2032,1,0,6940.71,9.52,60,1,0.0,3,7628.75,329.66,74.1,1,0,145.84
2746,57186.29,46.0,6.5,0.2548,776.0,0.1934,5,3,13642.55,6.67,12,1,11.0,7,1789.45,365.51,74.7,0,0,1178.37
2747,38612.62,35.0,3.2,0.0707,642.0,0.4398,7,2,6010.58,10.61,36,1,2.0,8,1594.26,7489.34,88.8,0,0,195.67
2748,26893.12,26.0,10.6,0.0906,738.0,0.3174,2,4,8839.2,4.71,48,1,32.0,5,32.94,503.22,71.8,1,0,202.4
2749,33321.48,39.0,3.0,0.2077,653.0,0.0394,2,4,14465.35,6.63,36,1,9.0,6,6631.6,268.89,79.8,0,0,444.2
2750,50632.57,42.0,5.4,0.2162,610.0,0.1758,4,0,36802.04,8.49,48,0,0.0,7,255.61,229.07,45.4,0,0,906.93
2751,52343.69,60.0,7.8,0.109,668.0,0.0169,3,4,5275.55,8.43,12,1,0.0,4,779.64,1750.6,73.1,0,0,459.96
2752,42187.18,38.0,4.4,0.1315,582.0,0.3252,5,2,24141.71,4.98,60,0,0.0,8,354.6,4920.22,55.4,0,0,455.36
2753,33763.69,61.0,4.5,0.1454,673.0,0.0583,5,6,7888.74,6.03,24,1,0.0,8,2971.02,3335.38,69.9,4,0,349.74
2754,40979.77,53.0,5.1,0.0543,708.0,0.5165,5,1,4973.63,11.51,36,0,0.0,6,1076.03,16266.37,67.8,0,0,164.03
2755,45849.66,64.0,3.7,0.1632,736.0,0.1243,4,7,20505.96,9.33,48,1,0.0,6,5502.48,712.28,91.2,1,0,513.51
2756,25372.59,38.0,2.4,0.2412,727.0,0.4604,4,2,7320.41,7.02,24,0,6.0,7,9105.7,453.02,53.0,0,1,327.82
2757,39673.48,47.0,13.1,0.0845,711.0,0.4913,10,1,10099.6,9.77,48,0,1.0,12,1209.5,2984.65,83.6,2,0,255.04
2758,24329.48,33.0,3.6,0.3686,735.0,0.3488,3,1,13217.99,9.82,60,0,1.0,6,23382.73,472.76,60.5,2,0,279.67
2759,64293.89,38.0,2.9,0.0332,551.0,0.2398,4,2,4113.58,10.06,36,1,0.0,6,2246.85,5283.95,81.4,1,0,132.85
2760,37609.13,63.0,6.2,0.0737,703.0,0.6233,1,1,6403.52,8.67,36,1,10.0,6,1417.07,346.48,74.1,0,0,202.65
2761,24242.02,44.0,5.1,0.1102,759.0,0.3944,5,6,7075.23,6.17,36,0,4.0,6,338.93,1323.65,76.8,0,0,215.79
2762,105462.12,40.0,1.9,0.0241,690.0,0.1954,6,2,9937.77,8.43,60,0,11.0,11,396.59,425.31,73.6,1,0,203.55
2763,57141.99,61.0,5.5,0.1515,667.0,0.1791,5,1,21986.0,8.47,36,0,17.0,8,1385.46,802.21,68.1,1,0,693.74
2764,19655.74,41.0,12.0,0.1523,663.0,0.2288,2,5,10022.66,10.23,60,0,3.0,3,1765.38,1406.52,96.7,0,0,214.09
2765,39682.99,56.0,4.6,0.1154,761.0,0.2887,3,4,11131.22,7.34,36,0,15.0,5,1809.88,3620.35,59.3,1,1,345.43
2766,30399.63,22.0,0.2,0.1086,648.0,0.3338,8,1,12824.27,9.92,60,1,1.0,11,162.14,1371.18,47.4,2,1,271.97
2767,59137.04,57.0,9.5,0.3775,665.0,0.4006,11,3,12123.07,8.2,60,1,0.0,16,80662.48,1858.52,56.0,0,0,246.97
2768,53547.98,54.0,16.9,0.053,673.0,0.148,4,2,7446.11,6.61,36,0,0.0,7,397.81,2014.01,31.6,1,1,228.59
2769,71326.35,54.0,14.1,0.0377,752.0,0.2037,4,0,9527.33,5.61,48,0,0.0,5,96.68,4121.65,83.3,1,0,222.05
2770,50206.13,31.0,7.2,0.0703,675.0,0.1033,4,1,6315.13,9.14,24,0,0.0,8,253.27,1760.81,56.5,0,0,288.91
2771,38517.88,60.0,3.2,0.1378,604.0,0.2273,6,1,13952.86,11.09,48,0,0.0,9,4053.74,1797.3,83.9,0,0,361.23
2772,30072.85,25.0,3.8,0.0728,653.0,0.2394,4,7,5482.9,9.06,36,0,0.0,6,395.48,1536.82,71.9,2,0,174.51
2773,114640.65,42.0,4.6,0.0551,767.0,0.1515,5,2,16682.72,5.31,36,0,0.0,7,1215.52,10106.96,71.0,0,0,502.32
2774,37225.94,47.0,2.3,0.1097,673.0,0.4939,7,1,6863.12,11.47,60,1,30.0,9,9481.49,1268.27,92.1,1,0,150.83
2775,49669.48,61.0,7.5,0.0505,616.0,0.1648,7,2,5142.66,9.76,36,0,0.0,12,2186.29,1148.38,76.4,1,0,165.36
2776,56389.17,31.0,5.9,0.0905,747.0,0.0985,0,3,17305.99,8.2,48,1,0.0,0,59.83,146.26,100.0,1,0,424.12
2777,40908.63,59.0,6.1,0.1588,774.0,0.5036,4,3,6587.78,8.92,36,1,0.0,8,16608.04,633.15,93.4,1,0,209.24
2778,102784.79,52.0,4.4,0.0483,792.0,0.5418,2,1,12378.86,8.86,36,1,0.0,4,1035.2,3093.04,69.6,1,0,392.84
2779,93013.09,31.0,3.3,0.0264,701.0,0.2261,7,4,7877.76,5.67,48,0,1.0,13,1047.29,379.17,74.6,1,0,183.82
2780,28395.55,35.0,2.8,0.208,556.0,0.3626,6,3,23210.98,9.89,60,0,0.0,7,18.93,2910.41,72.3,5,0,491.91
2781,43144.01,36.0,2.7,0.0922,701.0,0.3891,4,1,9363.77,7.72,36,0,0.0,4,1955.18,540.34,76.6,0,0,292.22
2782,83648.43,37.0,2.8,0.1084,625.0,0.0589,4,3,8529.71,10.13,12,0,15.0,8,244.71,483.26,51.8,0,0,750.41
2783,35337.06,46.0,2.5,0.1132,650.0,0.5655,9,3,6468.95,8.14,36,0,0.0,11,6517.04,1480.34,75.5,1,0,203.13
2784,18836.28,25.0,8.3,0.3828,598.0,0.2934,2,5,12413.49,10.15,48,0,26.0,5,14257.83,1153.05,62.4,0,0,315.73
2785,15488.11,34.0,6.1,0.1797,606.0,0.2021,5,3,6578.36,10.69,36,0,29.0,5,876.82,638.25,70.9,0,0,214.4
2786,34242.7,29.0,10.9,0.177,693.0,0.2289,7,3,14671.73,8.93,36,1,0.0,7,1952.01,2514.69,93.6,1,0,466.08
2787,31179.65,43.0,2.5,0.2008,723.0,0.1082,3,4,5896.96,8.07,12,1,40.0,5,430.38,2327.95,76.0,2,0,513.16
2788,80588.17,32.0,4.8,0.2634,630.0,0.4826,3,3,19952.54,8.88,12,0,0.0,5,1266.42,738.86,85.7,1,0,1743.77
2789,36521.3,54.0,6.0,0.0997,576.0,0.4223,7,4,8790.21,9.75,36,0,0.0,12,1036.39,697.02,78.5,2,0,282.6
2790,169120.04,62.0,12.1,0.0394,626.0,0.2876,0,2,20889.79,6.1,60,1,21.0,3,7536.36,1744.11,74.5,2,0,404.83
2791,26587.23,49.0,3.3,0.1309,732.0,0.2818,4,1,9977.84,9.61,60,0,23.0,8,3997.33,2420.8,81.6,0,0,210.09
2792,49600.64,32.0,1.3,0.0931,661.0,0.0974,4,1,8624.89,5.84,24,1,23.0,7,165.59,1337.72,67.5,0,0,381.64
2793,70158.85,28.0,2.6,0.0342,556.0,0.2353,3,2,5997.59,8.65,36,0,1.0,6,509.15,1970.03,83.0,1,0,189.75
2794,50893.63,50.0,2.4,0.0962,542.0,0.2291,5,2,19896.37,8.14,60,1,0.0,10,155.88,5289.17,72.2,2,0,404.76
2795,31471.92,52.0,7.8,0.1917,626.0,0.3074,3,4,5801.65,6.06,12,1,0.0,5,165.98,569.13,85.3,2,0,499.49
2796,91754.32,62.0,4.5,0.0945,718.0,0.0263,2,5,21105.63,7.22,36,1,0.0,5,3431.71,471.2,89.7,1,0,653.81
2797,109052.24,36.0,5.7,0.034,692.0,0.1674,8,6,10932.27,12.78,48,1,0.0,11,857.42,1244.25,84.2,2,0,292.09
2798,31381.97,53.0,2.6,0.0789,509.0,0.4444,6,3,8261.78,11.22,60,0,0.0,10,1293.32,2216.76,67.7,1,0,180.54
2799,42308.12,52.0,8.6,0.1005,751.0,0.2067,7,4,11296.39,7.86,36,1,35.0,10,49.16,517.35,72.7,0,0,353.26
2800,63502.07,39.0,2.7,0.1301,741.0,0.6359,5,3,14995.21,9.22,24,0,21.0,7,104.17,435.82,44.4,1,1,686.57
2801,38876.69,23.0,8.7,0.1017,801.0,0.2706,1,2,12028.24,8.84,48,0,0.0,4,1545.9,1614.64,79.6,2,0,298.41
2802,17934.86,58.0,5.9,0.241,661.0,0.1543,3,1,16063.12,9.13,60,0,0.0,7,1286.1,2875.18,50.9,0,0,334.46
2803,46701.04,60.0,5.6,0.1502,694.0,0.2046,5,5,17557.24,9.49,36,0,0.0,5,1107.5,170.09,47.3,1,1,562.33
2804,50637.0,34.0,3.0,0.0676,788.0,0.481,4,1,10953.14,6.52,60,1,13.0,5,3542.48,1266.93,86.0,1,0,214.41
2805,19493.3,64.0,3.8,0.2904,674.0,0.1983,7,3,10427.16,12.25,60,0,79.0,9,11927.05,1189.93,61.8,1,0,233.27
2806,22526.81,23.0,6.1,0.2058,691.0,0.2231,4,1,10078.56,7.51,36,0,38.0,9,3635.35,1732.02,88.2,0,0,313.55
2807,47556.14,40.0,3.1,0.2613,679.0,0.1738,8,4,33258.26,7.18,36,1,0.0,12,290.65,267.95,68.8,0,0,1029.66
2808,106888.73,64.0,5.3,0.0704,701.0,0.241,5,2,11878.51,8.13,24,1,13.0,9,4475.99,705.77,97.9,1,0,537.94
2809,145059.49,45.0,10.3,0.087,700.0,0.4003,2,2,23473.33,6.87,24,0,0.0,4,93.48,3670.3,74.2,0,0,1049.58
2810,34257.19,40.0,3.3,0.1887,678.0,0.4689,3,3,15015.52,6.1,36,1,0.0,7,4063.27,1127.03,54.9,0,0,457.48
2811,67005.28,48.0,2.5,0.0506,582.0,0.2529,5,2,7572.33,9.36,48,0,0.0,12,4641.37,121.77,92.4,0,0,189.73
2812,21276.07,44.0,9.2,0.1608,735.0,0.3074,4,5,8931.82,7.97,36,0,0.0,5,268.3,385.13,65.6,0,1,279.77
2813,44898.03,59.0,3.9,0.072,571.0,0.1363,7,2,8185.45,9.01,36,1,6.0,11,450.59,1113.64,64.1,0,0,260.33
2814,69903.04,60.0,4.7,0.0288,640.0,0.172,3,0,8278.71,7.13,60,1,4.0,7,180.86,1729.43,79.9,0,0,164.44
2815,54337.08,26.0,3.0,0.1299,693.0,0.4071,6,3,10942.46,7.75,36,1,0.0,8,12330.4,277.3,68.4,1,0,341.64
2816,23096.73,39.0,16.6,0.2707,680.0,0.5074,6,1,15526.77,6.41,36,0,0.0,8,2292.95,435.14,41.7,1,1,475.24
2817,54947.17,53.0,5.2,0.158,676.0,0.2069,3,1,18976.01,6.72,36,1,0.0,7,6992.21,284.54,79.7,1,0,583.5
2818,54802.06,42.0,1.9,0.1636,618.0,0.5608,1,2,23253.7,9.53,36,0,3.0,6,97.27,2380.92,86.4,1,0,745.21
2819,63023.52,52.0,6.6,0.0543,754.0,0.7277,9,2,14489.33,4.99,60,0,0.0,12,582.35,605.6,70.9,3,1,273.37
2820,71619.87,24.0,11.4,0.0715,559.0,0.1115,3,4,11972.98,11.63,60,1,13.0,9,8126.1,739.0,69.0,0,0,264.1
2821,64102.08,35.0,13.7,0.141,682.0,0.2644,8,2,24301.83,5.79,36,0,6.0,9,796.93,1516.2,59.7,1,0,737.0
2822,23351.05,51.0,2.9,0.2115,707.0,0.2133,2,1,15647.15,9.66,48,1,0.0,3,865.0,241.3,67.7,2,0,394.3
2823,42461.32,34.0,3.4,0.0554,699.0,0.2295,7,3,7936.99,6.08,48,0,0.0,8,464.16,2500.67,77.4,1,0,186.69
2824,31533.05,58.0,11.3,0.1397,708.0,0.4295,4,4,10818.27,8.74,36,0,0.0,4,1219.44,490.43,85.0,0,0,342.71
2825,19215.11,26.0,1.7,0.2957,736.0,0.307,5,4,12220.5,5.82,36,1,0.0,7,5133.28,1029.79,68.6,1,0,370.78
2826,35890.66,38.0,9.9,0.1022,532.0,0.2282,4,1,11939.94,5.22,48,0,18.0,7,1470.92,1734.77,77.4,1,0,276.16
2827,47677.0,41.0,5.2,0.0762,699.0,0.0712,6,5,9217.67,9.75,36,1,8.0,7,318.94,3434.64,81.2,0,0,296.35
2828,65613.02,41.0,5.1,0.0988,634.0,0.2297,6,0,16348.2,11.48,36,0,4.0,9,56.82,2671.65,65.8,0,0,538.94
2829,27682.47,29.0,0.7,0.3351,528.0,0.0511,8,1,8562.4,9.7,24,0,0.0,10,18958.35,242.3,71.4,2,0,393.93
2830,47906.67,37.0,6.1,0.125,611.0,0.7254,6,3,10134.07,8.4,24,0,0.0,7,1936.63,823.33,73.3,1,0,460.19
2831,19091.28,42.0,4.5,0.2012,556.0,0.2924,7,7,9037.03,10.18,36,0,0.0,9,1388.61,6685.07,90.1,0,0,292.36
2832,39888.02,25.0,1.7,0.1099,588.0,0.0861,4,1,14138.16,10.76,48,1,0.0,5,73.49,442.13,84.1,0,0,363.76
2833,58277.71,50.0,2.4,0.0589,666.0,0.0897,7,4,10019.29,6.96,48,1,30.0,13,2322.66,2233.92,85.8,2,0,239.74
2834,56824.37,39.0,4.3,0.0839,736.0,0.0575,6,3,12025.09,6.61,36,1,0.0,12,1409.4,1399.85,98.5,0,0,369.16
2835,36917.33,54.0,6.8,0.1576,808.0,0.0665,4,2,8162.95,10.49,24,0,50.0,5,5323.1,2590.99,81.6,1,0,378.53
2836,54062.83,62.0,3.5,0.1346,606.0,0.587,6,2,17885.42,12.19,36,1,9.0,11,543.07,984.79,64.3,1,0,595.68
2837,82466.81,39.0,9.4,0.0856,750.0,0.2043,3,1,7839.59,8.44,60,1,0.0,12,21396.95,732.74,77.4,1,0,160.61
2838,94959.51,42.0,10.7,0.09,714.0,0.1601,1,5,16727.34,10.05,36,0,0.0,4,8597.36,760.08,98.6,2,0,540.14
2839,25816.86,26.0,6.4,0.1322,590.0,0.552,2,3,7941.65,9.68,36,0,0.0,6,1470.84,1493.12,72.5,2,0,255.06
2840,42749.22,56.0,18.1,0.0628,742.0,0.4157,6,3,8372.39,7.4,48,0,0.0,8,1080.34,769.7,100.0,0,0,202.04
2841,72014.02,63.0,13.6,0.0522,673.0,0.2325,7,2,11912.3,8.02,60,1,0.0,9,3567.6,1986.55,72.7,0,0,241.65
2842,26954.4,50.0,5.9,0.2412,701.0,0.4573,5,1,15774.71,6.83,36,0,0.0,8,2792.25,681.35,69.1,1,0,485.85
2843,70047.62,62.0,7.7,0.2689,730.0,0.3575,0,2,17710.47,9.77,12,0,0.0,4,715.54,584.95,79.3,1,0,1555.14
2844,56680.26,38.0,15.9,0.1682,625.0,0.2915,7,2,8713.83,6.36,12,1,0.0,13,2145.18,390.87,48.2,2,1,751.41
2845,20331.58,25.0,2.8,0.3022,702.0,0.268,6,2,8530.53,8.3,24,0,35.0,9,6248.78,922.38,81.1,1,0,386.98
2846,34762.3,34.0,3.9,0.2209,708.0,0.1651,9,0,7214.38,4.56,12,1,22.0,13,1194.09,6447.8,62.0,0,0,616.15
2847,32832.5,52.0,4.7,0.1134,723.0,0.3653,8,1,9243.98,6.8,36,0,0.0,14,1283.8,4938.62,100.0,0,0,284.58
2848,39934.16,32.0,12.5,0.1892,714.0,0.2221,1,3,20256.69,7.29,36,1,0.0,4,79.42,4522.94,95.1,0,0,628.16
2849,72942.81,63.0,8.7,0.0594,839.0,0.2435,6,4,14419.56,9.79,60,0,0.0,9,2803.77,725.97,66.2,0,0,304.89
2850,101713.48,40.0,2.6,0.0282,643.0,0.3038,4,3,9608.02,7.52,48,0,0.0,6,347.58,330.38,76.6,0,0,232.4
2851,185780.76,55.0,5.9,0.0219,702.0,0.254,3,2,6952.43,9.03,24,0,0.0,6,1051.1,5909.23,78.4,1,0,317.72
2852,38000.05,37.0,1.2,0.1069,580.0,0.247,3,3,13520.86,7.7,48,0,0.0,6,522.78,1078.7,91.3,2,0,328.18
2853,62120.18,35.0,5.4,0.0418,765.0,0.5405,4,4,6652.13,6.08,36,1,0.0,5,685.13,678.18,54.8,0,1,202.61
2854,73216.91,31.0,6.7,0.0533,776.0,0.096,3,2,6026.59,9.86,24,0,1.0,6,2363.37,1144.54,62.6,0,0,277.71
2855,15604.34,49.0,6.8,0.1234,738.0,0.021,9,3,5927.19,5.68,60,0,0.0,11,2336.19,911.99,83.6,0,0,113.71
2856,56294.49,65.0,3.6,0.0845,850.0,0.5333,2,5,17484.54,9.05,60,0,29.0,3,1651.27,627.74,72.5,0,0,363.37
2857,48767.83,25.0,1.4,0.2155,767.0,0.3735,3,4,19437.35,6.19,24,0,37.0,5,633.6,248.9,66.1,0,1,863.14
2858,48821.09,53.0,5.3,0.1365,666.0,0.2095,5,0,6193.7,8.89,12,0,0.0,13,692.59,2739.81,61.8,0,0,541.33
2859,49525.24,54.0,3.2,0.1514,612.0,0.0981,2,4,8969.87,11.23,36,1,1.0,4,16518.71,1064.45,76.6,1,0,294.64
2860,74940.82,31.0,2.6,0.1348,742.0,0.1973,3,1,24224.26,10.48,36,0,16.0,6,2738.19,2123.65,85.6,2,0,787.12
2861,35089.97,51.0,7.0,0.2583,625.0,0.5958,3,2,10446.1,8.97,48,1,34.0,6,24778.33,773.8,63.0,1,1,259.8
2862,36143.79,41.0,4.8,0.1193,619.0,0.0924,3,3,7367.28,8.44,24,0,71.0,4,1225.54,875.29,87.6,0,0,334.68
2863,23100.1,64.0,3.9,0.2266,782.0,0.4425,5,4,6114.58,10.87,24,1,0.0,8,7582.46,1352.34,80.0,1,0,284.62
2864,160132.09,62.0,12.9,0.015,533.0,0.2268,6,3,5160.26,9.39,36,0,0.0,8,1731.46,7093.32,62.8,0,1,165.03
2865,51080.92,24.0,0.8,0.0557,608.0,0.12,6,3,11292.91,8.61,60,0,8.0,7,237.11,616.01,82.3,1,0,232.29
2866,165667.82,59.0,6.3,0.0228,693.0,0.2243,6,0,8980.04,9.84,36,1,0.0,10,1275.29,232.63,68.2,0,0,289.09
2867,38904.78,50.0,13.0,0.23,685.0,0.0948,11,2,5106.11,7.61,12,0,0.0,13,15123.93,1317.44,90.2,0,0,443.25
2868,16055.45,52.0,5.1,0.2257,759.0,0.0149,5,3,9170.01,9.45,36,0,20.0,7,424.97,2227.44,99.6,1,0,293.53
2869,62408.08,28.0,3.7,0.0974,672.0,0.0464,3,3,18714.79,9.48,48,1,0.0,4,1822.34,478.52,76.0,1,0,470.0
2870,52221.94,54.0,6.1,0.0615,728.0,0.2748,5,1,10580.02,8.8,48,0,0.0,8,263.82,20528.6,90.9,3,0,262.28
2871,16043.08,27.0,4.0,0.2978,722.0,0.2639,5,5,8793.82,7.7,24,0,0.0,7,81.22,2241.83,72.9,2,0,396.52
2872,20636.19,65.0,13.8,1.1046,635.0,0.116,3,0,21783.32,6.89,12,0,0.0,8,787.69,1813.49,95.3,0,0,1883.74
2873,70713.89,44.0,3.4,0.0592,580.0,0.6649,8,1,12933.83,12.53,48,1,0.0,15,232.36,2440.37,100.0,2,0,343.97
2874,59908.18,33.0,1.4,0.05,678.0,0.2438,4,1,5885.78,6.75,36,0,0.0,8,3417.83,2501.21,78.7,1,0,181.06
2875,39214.7,52.0,3.3,0.2103,573.0,0.2178,4,3,6891.53,9.35,12,1,0.0,6,4172.1,2971.34,70.4,0,0,603.79
2876,48339.45,46.0,2.3,0.1706,683.0,0.2478,3,2,9831.48,9.19,36,0,6.0,5,18681.36,691.02,100.0,3,0,313.51
2877,49924.67,58.0,28.5,0.1381,738.0,0.2812,8,3,17214.3,9.41,36,0,0.0,9,1189.81,667.99,67.7,3,0,550.7
2878,25725.39,63.0,4.5,0.1166,727.0,0.4538,5,2,6748.77,8.38,48,0,1.0,9,4195.83,374.55,91.6,0,0,165.96
2879,44647.2,51.0,3.0,0.1282,721.0,0.2163,9,4,9548.9,8.69,24,0,4.0,10,2114.15,738.9,83.4,4,0,434.88
2880,23580.3,47.0,6.8,0.1169,723.0,0.2661,7,1,9078.26,9.46,48,1,34.0,9,95.17,760.11,85.9,2,0,227.9
2881,41961.39,35.0,6.5,0.1865,602.0,0.2224,4,0,26551.23,7.98,48,1,48.0,7,205.45,1249.69,77.6,1,0,647.94
2882,26263.39,54.0,10.0,0.0648,663.0,0.3831,4,2,4696.25,14.56,60,1,0.0,6,1558.52,71.52,84.7,1,0,110.64
2883,54560.42,48.0,15.5,0.1092,702.0,0.3169,2,4,14992.32,8.46,36,0,0.0,2,1184.68,844.44,44.7,1,0,472.99
2884,69630.75,62.0,8.4,0.0951,650.0,0.3085,4,3,11960.22,9.32,24,1,0.0,6,193.14,2204.89,54.6,1,1,548.16
2885,21107.05,62.0,6.6,0.5255,817.0,0.1184,4,3,24838.39,6.42,36,0,68.0,6,8198.46,2014.77,74.6,1,0,760.37
2886,54802.03,22.0,5.2,0.1323,716.0,0.3016,5,2,12618.82,12.19,24,0,40.0,5,453.26,1636.39,35.8,0,1,595.13
2887,70257.19,60.0,17.0,0.0461,647.0,0.3162,4,0,13059.51,8.33,60,0,0.0,7,154.7,3456.57,80.9,1,0,266.87
2888,68708.51,43.0,11.0,0.1549,614.0,0.29,4,2,14156.25,6.53,60,1,0.0,6,30498.68,12187.89,86.0,0,0,277.18
2889,39013.3,45.0,5.6,0.1213,591.0,0.1651,8,2,5367.74,11.78,36,0,0.0,15,10828.29,1739.67,60.3,0,0,177.72
2890,50986.47,42.0,8.5,0.0736,640.0,0.2533,5,6,7694.51,7.44,48,1,0.0,6,6353.14,334.04,75.2,2,0,185.83
2891,86123.96,59.0,3.7,0.0642,725.0,0.2637,4,3,8694.99,7.65,36,1,0.0,5,9501.57,256.46,74.4,0,0,271.07
